question,slug,url,text,image_urls,n_images
329,q329-which-sounds-better-i-dont-have-any-cash-to-hand-right-now-or-i-dont-have-any-cash-at-hand-right-now,https://dialectsurvey.wordpress.com/2018/10/17/q329-which-sounds-better-i-dont-have-any-cash-to-hand-right-now-or-i-dont-have-any-cash-at-hand-right-now/,Which sounds better: “I don’t have any cash to hand right now” or “I don’t have any cash at hand right now”?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-329-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-329-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-329-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-329-4.png,4
330,q330-what-do-you-call-food-that-you-buy-at-a-restaurant-but-then-eat-at-home,https://dialectsurvey.wordpress.com/2020/11/13/q330-what-do-you-call-food-that-you-buy-at-a-restaurant-but-then-eat-at-home/,What do you call food that you buy at a restaurant but then eat at home?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.330.1-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.330.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.330.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.330.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.330.5-1.png,5
332,q332-what-do-you-call-the-bready-stuff-that-you-might-serve-with-or-in-a-roast-turkey,https://dialectsurvey.wordpress.com/2020/11/14/q332-what-do-you-call-the-bready-stuff-that-you-might-serve-with-or-in-a-roast-turkey/,"What do you call the bready stuff that you might serve with, or in, a roast turkey?",https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.332.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.332.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.332.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.332.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.332.5-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.332.6.png,6
333,q333-what-do-you-call-the-insect-that-looks-like-a-large-thin-spider-and-skitters-along-the-top-of-water,https://dialectsurvey.wordpress.com/2020/10/21/q333-what-do-you-call-the-insect-that-looks-like-a-large-thin-spider-and-skitters-along-the-top-of-water/,What do you call the insect that looks like a large thin spider and skitters along the top of water?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.7.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.8.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.9.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.10.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.11.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.12.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.13.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.14.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.15.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.16.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.17.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.333.18.png,18
334,q334-what-do-you-call-a-drive-through-liquor-store,https://dialectsurvey.wordpress.com/2019/08/13/q334-what-do-you-call-a-drive-through-liquor-store/,What do you call a drive-through liquor store?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.334.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.334.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.334.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.334.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.334.5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.334.6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.334.7.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.334.8.png,8
336,q336-what-do-you-call-a-narrow-passageway-between-buildings-in-the-city,https://dialectsurvey.wordpress.com/2018/10/17/q336-what-do-you-call-a-narrow-passageway-between-buildings-in-the-city/,What do you call a narrow passageway between buildings in the city?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-336-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-336-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-336-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-336-4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-336-5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-336-6.png,6
339,q339-whats-your-general-term-for-the-light-at-an-intersection-that-turns-green-and-red-and-regulates-traffic,https://dialectsurvey.wordpress.com/2020/11/14/q339-whats-your-general-term-for-the-light-at-an-intersection-that-turns-green-and-red-and-regulates-traffic/,What’s your general term for the light at an intersection that turns green and red and regulates traffic?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.339.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.339.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.339.3-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.339.4.png,4
340,q340-which-of-these-terms-would-you-use-to-mean-make-a-u-turn,https://dialectsurvey.wordpress.com/2020/11/13/q340-which-of-these-terms-would-you-use-to-mean-make-a-u-turn/,Which of these terms would you use to mean “make a u-turn”?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.340.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.340.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.340.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.340.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.340.5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.340.6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.340.7.png,7
341,q341-what-do-you-call-a-patch-of-ice-on-a-roadway-that-is-nearly-invisible-or-just-looks-like-water-on-the-road-and-is-very-slippery,https://dialectsurvey.wordpress.com/2018/10/24/q341-what-do-you-call-a-patch-of-ice-on-a-roadway-that-is-nearly-invisible-or-just-looks-like-water-on-the-road-and-is-very-slippery/,What do you call a patch of ice on a roadway that is nearly invisible (or just looks like water on the road) and is very slippery?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-341-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-341-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-341-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-341-4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-341-5.png,5
343,q343-what-do-you-call-a-small-hard-rubber-ball-that-is-designed-to-bounce-really-high,https://dialectsurvey.wordpress.com/2018/10/30/q343-what-do-you-call-a-small-hard-rubber-ball-that-is-designed-to-bounce-really-high/,What do you call a small hard rubber ball that is designed to bounce really high?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-343-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-343-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-343-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-343-4.png,4
346,q346-whats-the-difference-between-a-supermarket-and-a-grocery-store,https://dialectsurvey.wordpress.com/2020/11/14/q346-whats-the-difference-between-a-supermarket-and-a-grocery-store/,What’s the difference between a supermarket and a grocery store?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.346.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.346.2-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.346.3-1.png,3
351,q351-how-do-you-pronounce-the-last-vowel-sound-in-centaur,https://dialectsurvey.wordpress.com/2019/08/14/q351-how-do-you-pronounce-the-last-vowel-sound-in-centaur/,How do you pronounce the last vowel sound in centaur?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.351.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.351.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.351.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.351.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.351.5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.351.6.png,6
357,do-you-pronounce-the-word-across-as-acrost,https://dialectsurvey.wordpress.com/2018/10/10/do-you-pronounce-the-word-across-as-acrost/,Do you pronounce the word “across” as “acrost”?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-357-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-357-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-357-3.png,3
361,q361-how-do-you-pronounce-the-second-consonant-in-amateur,https://dialectsurvey.wordpress.com/2018/10/17/q361-how-do-you-pronounce-the-second-consonant-in-amateur/,How do you pronounce the second consonant in amateur?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-361-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-361-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-361-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-361-4.png,4
362,q362-how-do-you-pronounce-ask,https://dialectsurvey.wordpress.com/2018/10/17/q362-how-do-you-pronounce-ask/,How do you pronounce ask?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-362-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-362-2.png,2
363,q363-how-do-you-pronounce-the-s-in-asphalt,https://dialectsurvey.wordpress.com/2018/10/17/q363-how-do-you-pronounce-the-s-in-asphalt/,How do you pronounce the “s” in asphalt?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-363-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-363-2.png,2
364,q364-how-do-you-pronounce-badminton,https://dialectsurvey.wordpress.com/2018/10/19/q364-how-do-you-pronounce-badminton/,How do you pronounce badminton?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-364-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-364-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-364-3.png,3
375,q375-how-do-you-pronounce-big-mac,https://dialectsurvey.wordpress.com/2018/10/24/q375-how-do-you-pronounce-big-mac/,How do you pronounce Big Mac?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-375-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-375-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-375-3.png,3
377,q377-even-though-im-afraid-to-use-electrical-appliances-in-the-bathroom-this-morning-i-my-hair,https://dialectsurvey.wordpress.com/2018/10/24/q377-even-though-im-afraid-to-use-electrical-appliances-in-the-bathroom-this-morning-i-my-hair/,"Even though I’m afraid to use electrical appliances in the bathroom, this morning I … my hair.",https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-377-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-377-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-377-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-377-4.png,4
380,q380-what-do-you-call-the-end-of-a-loaf-of-bread,https://dialectsurvey.wordpress.com/2019/08/13/q380-what-do-you-call-the-end-of-a-loaf-of-bread/,What do you call the end of a loaf of bread?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.380.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.380.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.380.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.380.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.380.5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.380.6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.380.7.png,7
384,q384-what-do-you-call-what-happens-when-you-eat-ice-cream-too-fast-and-it-makes-your-head-hurt,https://dialectsurvey.wordpress.com/2019/08/13/q384-what-do-you-call-what-happens-when-you-eat-ice-cream-too-fast-and-it-makes-your-head-hurt/,What do you call what happens when you eat ice cream too fast and it makes your head hurt?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.384.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.384.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.384.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.384.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.384.5.png,5
389,q389-what-do-you-call-a-lane-of-a-highway-or-freeway-thats-restricted-to-cars-with-multiple-people-in-them,https://dialectsurvey.wordpress.com/2019/08/14/q389-what-do-you-call-a-lane-of-a-highway-or-freeway-thats-restricted-to-cars-with-multiple-people-in-them/,What do you call a lane of a highway or freeway that’s restricted to cars with multiple people in them?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.389.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.389.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.389.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.389.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.389.5.png,5
390,q390-what-name-do-you-use-for-a-game-in-which-one-player-throws-a-ball-against-a-wall-and-everyone-else-has-to-try-to-catch-it-when-it-bounces-back-or-not-get-hit-by-it,https://dialectsurvey.wordpress.com/2020/10/21/q390-what-name-do-you-use-for-a-game-in-which-one-player-throws-a-ball-against-a-wall-and-everyone-else-has-to-try-to-catch-it-when-it-bounces-back-or-not-get-hit-by-it/,"What name do you use for a game in which one player throws a ball against a wall, and everyone else has to try to catch it when it bounces back, or not get hit by it?",https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.4-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.5-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.7.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.8.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.9.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.10.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.11.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.12.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.13.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.14.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.15.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.390.16.png,16
391,q391-what-do-you-call-the-athletic-activity-where-you-run-from-one-end-of-the-gym-field-court-one-quarter-of-the-way-then-halfway-across-and-back-then-three-quarters-of-the-wayand-back-and-then-all,https://dialectsurvey.wordpress.com/2020/11/14/q391-what-do-you-call-the-athletic-activity-where-you-run-from-one-end-of-the-gym-field-court-one-quarter-of-the-way-then-halfway-across-and-back-then-three-quarters-of-the-wayand-back-and-then-all/,"What do you call the athletic activity where you run from one end of the gym/field/court one quarter of the way to the other end, and back, and then halfway across and back, then three quarters of the way and back, and then all the way to the other end and back?",https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.391.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.391.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.391.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.391.4.png,4
392,q392-what-do-you-call-the-wheeled-contraption-you-push-a-baby-around-in,https://dialectsurvey.wordpress.com/2020/11/14/q392-what-do-you-call-the-wheeled-contraption-you-push-a-baby-around-in/,What do you call the wheeled contraption you push a baby around in?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.392.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.392.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.392.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.392.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.392.5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.392.6-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.392.7.png,7
393,q393-what-do-you-call-the-thing-with-a-wheel-at-the-front-and-two-handles-at-the-back-that-you-lift-and-push-to-move-heavy-loads,https://dialectsurvey.wordpress.com/2020/10/21/q393-what-do-you-call-the-thing-with-a-wheel-at-the-front-and-two-handles-at-the-back-that-you-lift-and-push-to-move-heavy-loads/,What do you call the thing with a wheel at the front and two handles at the back that you lift and push to move heavy loads?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.393.1-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.393.2-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.393.3-1.png,3
397,q397-do-you-use-the-term-bear-claw-for-a-kind-of-pastry,https://dialectsurvey.wordpress.com/2018/10/24/q397-do-you-use-the-term-bear-claw-for-a-kind-of-pastry/,Do you use the term “bear claw” for a kind of pastry?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-397-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-397-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-397-3.png,3
401,q401-would-you-use-the-word-spendy-to-mean-expensive,https://dialectsurvey.wordpress.com/2020/11/14/q401-would-you-use-the-word-spendy-to-mean-expensive/,Would you use the word “spendy” to mean “expensive”?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.401.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.401.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.401.3.png,3
402,q402-how-do-you-pronounce-appreciate,https://dialectsurvey.wordpress.com/2018/10/17/q402-how-do-you-pronounce-appreciate/,How do you pronounce appreciate?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-402-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-402-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-402-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-402-4.png,4
411,q411-how-do-you-pronounce-their-there-and-theyre,https://dialectsurvey.wordpress.com/2020/11/13/q411-how-do-you-pronounce-their-there-and-theyre/,How do you pronounce “their”/”there”/”they’re”?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.411.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.411.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.411.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.411.4-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.411.5.png,5
414,how-do-you-pronounce-absurd,https://dialectsurvey.wordpress.com/2018/09/25/how-do-you-pronounce-absurd/,How do you pronounce the “s” in absurd?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/09/heatmap-414-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/09/heatmap-414-2.png,2
421,q421-do-you-say-supposably-or-supposedly,https://dialectsurvey.wordpress.com/2020/11/14/q421-do-you-say-supposably-or-supposedly/,Do you say supposably or supposedly?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.421.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.421.2-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.421.3-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.421.4-1.png,4
423,q423-how-do-you-pronounce-umbrella,https://dialectsurvey.wordpress.com/2020/11/13/q423-how-do-you-pronounce-umbrella/,How do you pronounce umbrella?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.423.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.423.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.423.3.png,3
425,q425-would-you-say-so-dont-i-to-mean-so-do-i-as-in-do-you-like-fish-sticks-i-dont-so-do-dont-i,https://dialectsurvey.wordpress.com/2020/11/14/q425-would-you-say-so-dont-i-to-mean-so-do-i-as-in-do-you-like-fish-sticks-i-dont-so-do-dont-i/,Would you say “so don’t I” to mean “so do I” (as in “Do you like fish sticks?” “Yeah.” “So don’t I!”)?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.425.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.425.2-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.425.3-1.png,3
427,i-know-you-think-i-broke-your-favorite-vase-intentionally-but-i-swear-i-did-it,https://dialectsurvey.wordpress.com/2018/10/10/i-know-you-think-i-broke-your-favorite-vase-intentionally-but-i-swear-i-did-it/,"I know you think I broke your favorite vase intentionally, but I swear I did it ….",https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-427-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-427-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-427-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-427-4.png,4
434,q434-which-term-do-you-use-for-a-small-harmless-striped-snake,https://dialectsurvey.wordpress.com/2020/11/14/q434-which-term-do-you-use-for-a-small-harmless-striped-snake/,Which term do you use for a small harmless striped snake?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.434.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.434.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.434.3.png,3
436,q436-which-of-these-terms-do-you-prefer-for-the-tall-container-in-your-kitchen-in-which-you-might-throw-away-for-example-waste-from-cooking,https://dialectsurvey.wordpress.com/2020/11/13/q436-which-of-these-terms-do-you-prefer-for-the-tall-container-in-your-kitchen-in-which-you-might-throw-away-for-example-waste-from-cooking/,"Which of these terms do you prefer for the tall container in your kitchen in which you might throw away, for example, waste from cooking?",https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.436.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.436.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.436.3-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.436.4-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.436.5-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.436.6-1.png,6
437,q437-what-do-you-call-a-small-container-that-you-might-keep-under-your-desk-for-the-same-purpose,https://dialectsurvey.wordpress.com/2020/10/21/q437-what-do-you-call-a-small-container-that-you-might-keep-under-your-desk-for-the-same-purpose/,What about a small container that you might keep under your desk for the same purpose?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.437.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.437.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.437.3-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.437.4-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.437.5-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.437.6.png,6
451,the-journey-begins,https://dialectsurvey.wordpress.com/2018/09/25/the-journey-begins/,How do you pronounce the third vowel in academia?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/09/heatmap-451-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/09/heatmap-451-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/09/heatmap-451-3.png,3
461,q461-how-do-you-pronounce-the-last-vowel-sound-in-turbine,https://dialectsurvey.wordpress.com/2020/11/13/q461-how-do-you-pronounce-the-last-vowel-sound-in-turbine/,How do you pronounce the last vowel sound in turbine?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.461.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.461.2.png,2
462,q462-how-do-you-pronounce-the-first-vowel-in-zoology,https://dialectsurvey.wordpress.com/2018/10/17/q462-how-do-you-pronounce-the-first-vowel-in-zoology/,How do you pronounce the first vowel in zoology?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-462-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-462-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-462-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-462-4.png,4
